Squadra,Giocatore,Ruolo,Valutazione
Fiorentina,Massimo Gobbi,TS,74
Fiorentina,Savio Nsereko,LWM,74
Fiorentina,José Ignacio Castillo,ATT,74
Fiorentina,Lorenzo De Silvestri,ADA,73
Fiorentina,Vlada Avramov,POR,70
Fiorentina,Papa Waigo N'Diaye,RWM,69
Fiorentina,Domenico Marchetti,DC,56
Fiorentina,Alex,DC,54
Fiorentina,Francesco Di Tacchio,CC,52
Genoa,Sergio Floccari,COC,81
Genoa,Sergio Floccari,ATT,81
Genoa,Hernán Jorge Crespo,ATT,80
Genoa,Rodrigo Palacio,RWM,80
Genoa,Marco Amelia,POR,79
Genoa,Raffaele Palladino,AS,78
Genoa,Emiliano Moretti,DC,77
Genoa,Giuseppe Sculli,LWM,77
Genoa,Houssine Kharja,COC,77
Genoa,Domenico Criscito,ES,77
Genoa,Boško Janković,COC,77
Genoa,Giandomenico Mesto,ED,76
Genoa,Giuseppe Biava,DC,76
Genoa,Ivan Jurić,CC,76
Genoa,Salvatore Bocchetti,DC,76
Genoa,Omar Milanetto,CC,75
Genoa,Marco Rossi,ED,75
Genoa,Francesco Modesto,ES,74
Genoa,Luciano Gabriel Figueroa,ATT,74
Genoa,Zapater,CC,73
Genoa,Andrea Esposito,DC,73
Genoa,Socratis Papastathopoulos,DC,73
Genoa,Alessio Scarpi,POR,70
Genoa,Emmanuel Jorge Ledesma,COC,65
Genoa,Nenad Tomovic,DC,65
Genoa,Silvano Raggio Garibaldi,CC,61
Genoa,Ivan Fatic,TS,61
Genoa,Marcel Roman,CC,60
Genoa,Wilker,COC,56
Genoa,Wilker,ATT,56
Genoa,Eugenio Lamanna,POR,50
Inter,Júlio César,POR,89
Inter,Samuel Eto'o,ATT,86
Inter,Maicon,TD,86
Inter,Esteban Cambiasso,CDC,86
Inter,Walter Samuel,DC,85
Inter,Lúcio,DC,85
Inter,Diego Milito,ATT,85
Inter,Javier Zanetti,TS,84
Inter,Cristian Eugen Chivu,DC,83
Inter,Iván Córdoba,DC,83
Inter,Wesley Sneijder,COC,83
Inter,Dejan Stanković,CC,82
Inter,Thiago Motta,ED,81
Inter,Mario Balotelli,ATT,81
Inter,Mancini,LWM,80
Inter,Quaresma,RWM,80
Inter,Sulley Ali Muntari,ES,80
Inter,Patrick Vieira,CDC,79
Inter,David Suazo,ATT,79
Inter,Marco Materazzi,DC,79
Inter,Davide Santon,ADA,78
Inter,Francesco Toldo,POR,76
Inter,Marko Arnautovic,ATT,76
Inter,Joel Chukwuma Obi,RWM,67
Inter,Rene Krhin,CC,65
Inter,Mattia Destro,ATT,64
Inter,Paolo Orlandoni,POR,63
Inter,Vid Belec,POR,62
Juventus,Gianluigi Buffon,POR,88
Juventus,Diego,COC,87
Juventus,Alessandro Del Piero,COC,86
Juventus,Alessandro Del Piero,ATT,86
Juventus,Giorgio Chiellini,DC,86
Juventus,Mauro German Camoranesi,ED,84
Juventus,Amauri,ATT,84
Juventus,Fabio Cannavaro,DC,83
Juventus,Vincenzo Iaquinta,ATT,83
Juventus,Nicola Legrottaglie,DC,82
Juventus,David Trezeguet,ATT,82
Juventus,Felipe Melo,CDC,82
Juventus,Sebastian Giovinco,COC,81
Juventus,Mohamed Lamine Sissoko,ES,79
Juventus,Claudio Marchisio,ED,79
Juventus,Tiago,CC,78
Juventus,Zdeněk Grygera,TD,78
Juventus,Martín Cáceres,DC,78
Juventus,Hasan Salihamidzic,ED,77
Juventus,Alexander Manninger,POR,77
Juventus,Fabio Grosso,TS,77
Juventus,Christian Poulsen,CDC,77
Juventus,Jonathan Zebina,TD,76
Juventus,Cristian Molinaro,TS,75
Juventus,Paolo De Ceglie,ASA,74
Juventus,Antonio Chimenti,POR,71
Juventus,Lorenzo Ariaudo,DC,67
Juventus,Luca Marrone,CDC,67
Juventus,Ciro Immobile,ATT,65
Juventus,Fausto Rossi,ED,64
Juventus,Simone Esposito,RWM,60
Juventus,Carlo Pinsoglio,POR,59
Juventus,Mario Kirev,POR,59
Lazio,Mauro Matías Zárate,AD,84
Lazio,Goran Pandev,COC,82
Lazio,Goran Pandev,ATT,82
Lazio,Tommaso Rocchi,ATT,81
Lazio,Cristian Daniel Ledesma,CC,81
Lazio,Julio Ricardo Cruz,ATT,80
Lazio,Albano Bizzarri,POR,80
Lazio,Pasquale Foggia,RWM,79
Lazio,Stefano Mauri,ES,77
Lazio,Aleksandar Kolarov,TS,77
Lazio,Eliseu,LWM,76
Lazio,Matuzalém,COC,76
Lazio,Fernando Muslera,POR,76
Lazio,Sebastiano Siviglia,DC,75
Lazio,Stephan Lichtsteiner,TD,75
Lazio,Ousmane Dabo,CDC,74
Lazio,Christian Brocchi,ED,74
Lazio,Stefan Radu,DC,74
Lazio,Sanchez Emilson Cribari,DC,73
Lazio,Mourad Meghni,COC,73
Lazio,Roberto Baronio,CDC,72
Lazio,Mobido Diakité,DC,72
Lazio,Ayodele Stephen Makinwa,ATT,71
Lazio,Guglielmo Stendardo,DC,71
Lazio,Lionel Scaloni,ADA,70
Lazio,Fabio Firmani,CDC,70
Lazio,Simone Del Nero,AD,69
Lazio,Simone Inzaghi,ATT,69
Lazio,Christian Manfredini,ES,69
Lazio,Riccardo Bonetto,ASA,68
Lazio,Vincent Degré,POR,64
Livorno,Francesco Tavano,COC,78
Livorno,Francesco Tavano,ATT,78
Livorno,Cristiano Lucarelli,ATT,76
Livorno,Nelson Rivas,DC,74
Livorno,Nico Pulzetti,CC,73
Livorno,Mozart,CC,72
Livorno,Mirko Pieri,TS,72
Livorno,Antonio Candreva,ED,72
Livorno,Martin Bergvold,ES,71
Livorno,Tomas Danilevicius,ATT,71
Livorno,Luigi Vitale,ASA,71
Livorno,Davide Moro,CC,70
Livorno,Dario Knežević,DC,70
Livorno,Cristian Raimondi,TD,69
Livorno,Francesco Benussi,POR,69
Livorno,Alfonso De Lucia,POR,69
Livorno,Leonardo Martin Miglionico,DC,69
Livorno,Antonio Filippini,CC,68
Livorno,Fabio Galante,DC,68
Livorno,Romano Perticone,DC,68
Livorno,Davide Marchini,CC,67
Livorno,Marcus Plínio Diniz Paixão,DC,67
Livorno,Gastón Cellerino,COC,65
Livorno,Gastón Cellerino,ATT,65
Livorno,Federico Dionisi,ATT,63
Livorno,Francesco Bardi,POR,61
Milan,Andrea Pirlo,CC,85
Milan,Alessandro Nesta,DC,84
Milan,Ronaldinho,COC,84
Milan,Ronaldinho,ATT,84
Milan,Alexandre Pato,COC,84
Milan,Alexandre Pato,ATT,84
Milan,Gennaro Ivan Gattuso,CC,83
Milan,Christian Abbiati,POR,82
Milan,Massimo Ambrosini,CC,82
Milan,Klaas Jan Huntelaar,ATT,82
Milan,Clarence Seedorf,COC,81
Milan,Gianluca Zambrotta,TD,81
Milan,Daniele Bonera,DC,80
Milan,Marco Borriello,ATT,80
Milan,Mathieu Flamini,CC,79
Milan,Thiago Silva,DC,79
Milan,Filippo Inzaghi,ATT,78
Milan,Marek Jankulovski,TS,77
Milan,Kakhaber Kaladze,DC,77
Milan,Oguchi Onyewu,DC,77
Milan,Giuseppe Favalli,DC,76
Milan,Massimo Oddo,ADA,76
Milan,Ignazio Abate,ED,76
Milan,Dida,POR,74
Milan,Luca Antonini,ASA,73
Milan,Marco Storari,POR,73
Milan,Flavio Roma,POR,72
Milan,Davide Di Gennaro,COC,72
Milan,Michelangelo Albertazzi,DC,65
Milan,Gianmarco Zigoni,ATT,65
Milan,Rodney Strasser,COC,64
Napoli,Fabio Quagliarella,COC,83
Napoli,Fabio Quagliarella,ATT,83
Napoli,Ezequiel Lavezzi,COC,82
Napoli,Ezequiel Lavezzi,ATT,82
Napoli,Marek Hamšik,CC,81
Napoli,Christian Maggio,ADA,80
Napoli,Walter Alejandro Gargano,CC,78
Napoli,Morgan De Sanctis,POR,77
Napoli,Hugo Armando Campagnaro,DC,77
Napoli,Luca Cigarini,CC,77
Napoli,Juan Camilo Zúñiga,ADA,76
Napoli,Fabiano Santacroce,DC,76
Napoli,Paolo Cannavaro,DC,75
Napoli,Germán Denis,ATT,75
Napoli,Gennaro Iezzo,POR,75
Napoli,Jesús Dátolo,ASA,74
Napoli,Mariano Adrian Bogliacino,COC,74
Napoli,Matteo Gianello,POR,73
Napoli,Salvatore Aronica,DC,73
Napoli,Matteo Contini,DC,73
Napoli,Erwin Hoffer,ATT,72
Napoli,Leandro Rinaudo,DC,72
Napoli,Inácio Piá,ATT,69
Napoli,Roberto De Zerbi,COC,67
Napoli,Michele Pazienza,CC,66
Napoli,Erminio Rullo,ASA,65
Napoli,Gianluca Grava,TD,59
Napoli,Luigi Sepe,POR,58
Napoli,Nicolas Amodio,CC,48
Palermo,Fabrizio Miccoli,COC,82
Palermo,Fabrizio Miccoli,ATT,82
Palermo,Manuele Blasi,CDC,78
Palermo,Rubinho,POR,77
Palermo,Fábio Simplício,COC,77
Palermo,Fábio Simplício,ATT,77
Palermo,Edinson Cavani,COC,77
Palermo,Igor Budan,ATT,76
Palermo,Fabio Liverani,CDC,76
Palermo,Mark Bresciano,COC,76
Palermo,Cesare Bovo,DC,76
Palermo,Federico Balzaretti,TS,76
Palermo,Antonio Nocerino,CDC,76
Palermo,Dorin Nicolae Goian,DC,76
Palermo,Javier Pastore,COC,76
Palermo,Mattia Cassani,TD,75
Palermo,Giulio Migliaccio,CDC,75
Palermo,Simon Kjær,DC,75
Palermo,Giuseppe Tedaldo,CC,71
Palermo,Davide Succi,ATT,69
Palermo,Nicolas Bertolo,COC,69
Palermo,Giacomo Brichetto,POR,68
Palermo,Levan Mchedlidze,ATT,65
Palermo,Abel Hernández,AS,64
Palermo,Salvatore Sirigu,POR,60
Palermo,Guido Davì,CC,59
Palermo,Michel Morganella,TD,58
Palermo,Karim Laribi,TS,56
Palermo,Cristian Melinte,TD,56
Palermo,Andrea Adamo,DC,53
Palermo,Daniele Conti,CC,53
Parma,Christian Panucci,DC,78
Parma,Nicola Amoruso,ATT,76
Parma,Valeri Bojinov,ATT,76
Parma,Cristian Zaccardo,TD,75
Parma,Alessandro Lucarelli,DC,75
Parma,Jonathan L. Biabiany,RWM,75
Parma,Antonio Mirante,POR,74
Parma,Nicolas Andres Cordova,CC,74
Parma,Daniele Galloppa,ED,74
Parma,Alessandro Budel,ES,73
Parma,Blerim Džemaili,CC,73
Parma,Alberto Paloschi,ATT,73
Parma,McDonald Mariga,COC,72
Parma,Davide Lanzafame,AD,72
Parma,Andrea Pisanu,RWM,71
Parma,Stefano Morrone,CDC,70
Parma,Damiano Zenoni,CDC,68
Parma,Hernán Paolo Dellafiore,DC,68
Parma,Francesco Lunardini,CC,68
Parma,Stefano Russo,POR,68
Parma,Pablo Ezequiel Fontanello,DC,67
Parma,Paolo Castellini,ES,66
Parma,Nicola Pavarini,POR,64
Parma,Massimo Paci,TD,63
Parma,Luca Antonelli,TS,59
Parma,Alessio Manzoni,CC,58
Parma,Mohamed Lamine Traore,DC,58
Parma,Dragan Mihajlovic,COC,48
Parma,Dragan Mihajlovic,ATT,48
Roma,Francesco Totti,COC,86
Roma,Francesco Totti,ATT,86
Roma,Daniele De Rossi,CDC,85
Roma,Philippe Mexès,DC,84
Roma,Juan,DC,84
Roma,Mirko Vučinić,ATT,83
Roma,David Pizarro,CDC,81
Roma,Julio Baptista,COC,81
Roma,Julio Baptista,ATT,81
Roma,Rodrigo Ferrante Taddei,COC,80
Roma,Simone Perrotta,CC,79
Roma,Doni,POR,79
Roma,Bogdan Ionuţ Lobonţ,POR,79
Roma,Jérémy Ménez,COC,79
Roma,Jérémy Ménez,ATT,79
Roma,John Arne Riise,TS,78
Roma,Matteo Brighi,CDC,77
Roma,Cicinho,ADA,77
Roma,Nicolás Burdisso,DC,77
Roma,Marco Cassetti,TD,76
Roma,Marco Motta,TD,76
Roma,Stefano Guberti,COC,76
Roma,Alessio Cerci,LWM,75
Roma,Max Tonetto,ASA,74
Roma,Mauro Esposito,AD,73
Roma,Marco Andreolli,DC,72
Roma,Stefano Okaka,ATT,71
Roma,Ricardo Faty,CDC,71
Roma,Antunes,ASA,70
Roma,Júlio Sérgio,POR,69
Roma,Artur,POR,69
Roma,Fabio Zamblera,ATT,68
Roma,Adrian-Florin Pit,ES,64
Roma,Valerio Virga,AD,61
Roma,Leandro Greco,CDC,60
Roma,Pietro Pipolo,POR,59
Roma,Adrian Stojan,CC,48
Roma,Andrea Bertolacci,CC,46
Sampdoria,Antonio Cassano,COC,86
Sampdoria,Antonio Cassano,ATT,86
Sampdoria,Giampaolo Pazzini,ATT,82
Sampdoria,Angelo Palombo,CC,80
Sampdoria,Luca Castellazzi,POR,78
Sampdoria,Claudio Bellucci,COC,77
Sampdoria,Claudio Bellucci,ATT,77
Sampdoria,Franco Semioli,ED,77
Sampdoria,Pietro Accardi,DC,77
Sampdoria,Fernando Damián Tissone,CC,76
Sampdoria,Luciano Zauri,TS,75
Sampdoria,Daniele Gastaldello,DC,75
Sampdoria,Daniele Mannini,ES,75
Sampdoria,Marco Padalino,ED,75
Sampdoria,Daniele Franceschini,CC,74
Sampdoria,Nicola Pozzi,ATT,74
Sampdoria,Marius Stankevicius,TD,73
Sampdoria,Stefano Lucchini,DC,73
Sampdoria,Reto Ziegler,ES,72
Sampdoria,Andrea Poli,CC,71
Sampdoria,Fabrizio Cacciatore,TD,69
Sampdoria,Matteo Guardalben,POR,68
Sampdoria,Vincenzo Fiorillo,POR,68
Sampdoria,Marco Rossi,DC,67
Sampdoria,Roberto Soriano,CC,63
Sampdoria,Salvatore Foti,ATT,62
Sampdoria,Rabiu,CDC,62
Sampdoria,Nenad Krstičić,COC,61
Sampdoria,Vasco Regini,TS,58
Siena,Gianluca Curci,POR,77
Siena,Michele Fini,CC,76
Siena,Massimo Maccarone,ATT,75
Siena,Michele Paolucci,ATT,75
Siena,Simone Vergassola,CC,74
Siena,Paul Costantin Codrea,CC,74
Siena,Abdel Kader Ghezzal,COC,73
Siena,Abdel Kader Ghezzal,ATT,73
Siena,Gonçalo Brandão,DC,72
Siena,Cristiano Del Grosso,TS,72
Siena,Daniele Ficagna,DC,71
Siena,Reginaldo,AD,70
Siena,Luca Rossettini,TD,70
Siena,Lukáš Jarolím,COC,68
Siena,Lukáš Jarolím,ATT,68
Siena,Emanuele Calaió,COC,68
Siena,Emanuele Calaió,ATT,68
Siena,Gaël Genevier,CC,68
Siena,Agostino Garofalo,TS,68
Siena,Aleandro Rosi,ADA,68
Siena,Andrea Rossi,ASA,67
Siena,Albin Ekdal,CC,67
Siena,Claudio Terzi,TD,65
Siena,Mato Jajalo,CC,65
Siena,Francesco Parravicini,CDC,63
Siena,Marcelo Larrondo,COC,63
Siena,Marcelo Larrondo,ATT,63
Siena,Gianluca Pegolo,POR,62
Siena,Felipe,CC,60
Siena,Mihail Aleksandrov Ivanov,POR,60
Siena,Mirko Guadalupi,COC,59
Siena,Anssi Jaakkola,POR,53
Siena,Niccolo' Giannetti,ATT,53
Udinese,Antonio Di Natale,LWM,85
Udinese,Gaetano D'Agostino,CC,83
Udinese,Gökhan Inler,CC,80
Udinese,Samir Handanovič,POR,80
Udinese,Felipe,DC,79
Udinese,Simone Pepe,RWM,78
Udinese,Kwadwo Asamoah,CC,78
Udinese,Antonio Floro Flores,ATT,77
Udinese,Cristián Zapata,DC,77
Udinese,Alexis Alejandro Sánchez,AD,77
Udinese,Maurizio Domizzi,DC,76
Udinese,Aleksandar Luković,TS,76
Udinese,Giovanni Pasquale,ASA,75
Udinese,Bernardo Corradi,ATT,75
Udinese,Francesco Lodi,COC,75
Udinese,Paolo Sammarco,CC,75
Udinese,Andrea Coda,DC,75
Udinese,Mauricio Isla,TD,75
Udinese,Christian Obodo,CC,74
Udinese,Damiano Ferronetti,TD,74
Udinese,Niki Dige Zimling,CDC,72
Udinese,Emanuele Belardi,POR,71
Udinese,Alemão,RWM,70
Udinese,Dušan Basta,ED,69
Udinese,Ritchie Kitoko,CDC,68
Udinese,Jonny Cabrera,DC,68
Udinese,Ergün Berisha,CDC,68
Udinese,Jaime,LWM,67
Udinese,Cuadrado,ADA,67
Udinese,Ricardo Chara Lerma,TD,66
Udinese,Oliveira Jefferson,DC,62
Udinese,Rafael Romo,POR,62
Udinese,George Alin Bucuroiu,POR,59
